timestamp,city,transacted_amount,status
2014-09-12,Ahmedabad,1492.56,success
2014-10-10,Pune,4482.34,failure
2014-03-05,Kolkata,1674.76,failure
2014-04-08,Pune,4320.61,success
2014-08-29,Ahmedabad,42.38,success
2014-10-26,Chennai,2910.76,failure
2014-06-11,Trivandrum,3085.5,failure
2014-03-16,Trivandrum,3071.35,failure
2014-09-03,Jaipur,860.99,failure
2014-05-02,Bangalore,4687.76,failure
2015-03-21,Bangalore,1488.27,success
2014-07-22,Trivandrum,1534.72,failure
2014-12-11,Hyderabad,4855.41,success
2014-10-29,Trivandrum,4901.24,failure
2014-11-12,Jaipur,1266.73,failure
2014-11-16,Bangalore,4580.37,failure
2014-12-20,Delhi,2677.07,success
2014-07-16,Ahmedabad,853.5,failure
2014-03-11,Bangalore,1335.13,success
2014-07-23,Pune,4151.75,success
2014-05-13,Trivandrum,1033.28,failure
2014-08-17,Kolkata,2918.45,success
2015-01-02,Delhi,1704.01,failure
2014-09-29,Kochi,3211.81,failure
2014-07-27,Kochi,1809.08,failure
2014-05-16,Ahmedabad,2113.93,failure
2014-09-25,Delhi,3335.68,failure
2014-11-28,Trivandrum,1882.83,success
2014-07-31,Bangalore,3441.05,failure
2014-03-24,Kochi,399.46,success
2014-05-05,Chennai,427.92,success
2015-04-04,Pune,646.09,success
2014-09-27,Bangalore,1403.78,success
2014-12-18,Kolkata,3696.54,failure
2014-12-18,Chennai,4956.24,failure
2014-12-10,Chennai,3173.19,success
2014-07-14,Jaipur,4242.72,success
2014-09-06,Hyderabad,4989.39,success
2015-02-21,Bangalore,1138.74,success
2015-03-18,Hyderabad,4207.51,failure
2014-04-01,Kochi,2004.43,success
2015-04-06,Chennai,134.15,success
2014-11-06,Pune,4678.51,failure
2014-03-25,Hyderabad,3521.19,success
2015-04-26,Kochi,2839.63,failure
2014-11-05,Delhi,1759.91,success
2015-02-22,Chennai,4904.59,failure
2015-03-14,Kolkata,1019.27,success
2014-12-26,Trivandrum,1250.66,failure
2014-11-17,Bangalore,2659.92,success
2014-04-08,Trivandrum,1839.9,success
2015-04-23,Trivandrum,1230.34,failure
2014-08-17,Bangalore,3086.27,success
2014-08-18,Kochi,2114.61,failure
2015-04-24,Jaipur,3837.93,success
2014-09-05,Trivandrum,4523.91,success
2014-06-28,Chennai,4251.52,success
2015-01-15,Kolkata,689.51,success
2014-03-30,Hyderabad,1597.03,success
2014-10-04,Delhi,4256.8,failure
2014-07-12,Jaipur,3485.24,success
2015-02-03,Pune,4819.47,failure
2014-12-24,Kochi,3176.62,success
2014-12-07,Hyderabad,4420.36,failure
2014-09-18,Jaipur,1445.78,success
2015-01-30,Hyderabad,2516.61,failure
2014-10-20,Kolkata,3894.52,success
2014-03-17,Bangalore,1802.14,failure
2014-12-12,Delhi,180.4,success
2014-07-27,Delhi,3421.4,failure
2014-06-10,Delhi,4497.14,success
2014-10-04,Pune,4293.9,failure
2014-12-07,Chennai,4940.01,failure
2014-11-29,Trivandrum,1075.61,failure
2014-11-08,Kolkata,3661.43,failure
2014-12-23,Kochi,4459.14,failure
2014-10-24,Jaipur,2629.95,success
2014-10-06,Trivandrum,590.01,failure
2014-06-13,Delhi,594.96,success
2015-01-25,Kochi,172.19,success
2014-03-02,Jaipur,3922.29,failure
2015-01-22,Chennai,336.14,success
2015-04-02,Kolkata,2496.89,success
2014-05-05,Trivandrum,3554.33,failure
2014-06-27,Jaipur,3233.88,success
2014-10-25,Bangalore,4298.02,failure
2015-01-29,Ahmedabad,2266.25,success
2014-09-27,Delhi,2485.74,success
2014-03-06,Ahmedabad,4471.78,failure
2014-10-20,Trivandrum,3321.96,failure
2014-06-05,Ahmedabad,2165.3,failure
2014-04-13,Bangalore,4339.11,failure
2015-01-27,Hyderabad,2856.3,success
2014-04-11,Hyderabad,4824.07,failure
2014-05-13,Hyderabad,1742.8,failure
2014-08-02,Trivandrum,2738.49,failure
2014-06-15,Delhi,4087.98,failure
2014-08-10,Chennai,1463.46,success
2014-05-22,Jaipur,2517.36,success
2014-03-07,Kochi,2681.71,success
2014-05-10,Delhi,1887.17,success
2014-10-03,Bangalore,586.04,success
2014-05-20,Pune,2097.17,success
2014-12-07,Pune,370.91,failure
2015-02-22,Kochi,4890.93,success
2014-07-25,Jaipur,4223.66,success
2014-07-03,Chennai,1362.72,failure
2014-11-28,Hyderabad,195.04,success
2014-05-20,Ahmedabad,1184.26,failure
2015-04-10,Jaipur,2853.76,success
2014-10-09,Ahmedabad,2333.59,failure
2014-04-05,Pune,4058.55,failure
2014-12-26,Bangalore,3199.74,failure
2014-05-26,Ahmedabad,4731.78,success
2014-07-18,Bangalore,49.79,success
2014-04-24,Pune,4280.78,failure
2014-11-26,Ahmedabad,4671.15,failure
2015-02-20,Delhi,3430.46,success
2014-08-19,Jaipur,1485.55,failure
2014-09-04,Jaipur,4908.93,success
2014-03-08,Kolkata,1124.77,failure
2014-09-19,Hyderabad,1256.23,success
2014-12-15,Kolkata,1507.06,success
2014-12-17,Pune,1584.49,success
2014-11-11,Ahmedabad,624.2,failure
2014-07-21,Jaipur,1372.29,success
2014-08-07,Pune,2414.1,success
2014-12-31,Hyderabad,4144.75,success
2014-07-31,Jaipur,2752.35,failure
2014-06-20,Jaipur,2853.25,failure
2015-03-06,Jaipur,146.36,failure
2015-03-16,Delhi,639.55,failure
2014-11-21,Kolkata,1583.68,success
2014-11-18,Kochi,1656.5,failure
2015-01-16,Kolkata,1521.65,failure
2014-10-01,Delhi,4630.64,success
2014-12-24,Hyderabad,1976.03,failure
2014-09-19,Hyderabad,913.37,failure
2015-04-11,Trivandrum,371.15,success
2014-08-12,Chennai,2621.84,success
2014-09-12,Ahmedabad,4264.53,success
2015-04-20,Delhi,1655.49,success
2014-06-09,Ahmedabad,4373.69,failure
2014-08-14,Pune,2668.9,success
2014-09-06,Bangalore,4130.41,failure
2014-03-09,Delhi,4306.43,failure
2014-08-02,Jaipur,635.05,success
2014-03-06,Kochi,1894.25,failure
2014-04-23,Bangalore,3577.84,success
2015-02-24,Hyderabad,4651.96,failure
2015-01-10,Hyderabad,997.49,failure
2014-12-13,Delhi,1470.04,failure
2014-06-15,Hyderabad,4760.28,failure
2014-06-20,Jaipur,122.15,success
2014-06-06,Bangalore,2211.5,failure
2014-06-18,Kolkata,2539.3,failure
2014-04-25,Chennai,1358.84,success
2015-04-24,Kolkata,3370.0,success
2014-10-29,Chennai,3926.4,failure
2014-07-15,Bangalore,4412.16,failure
2014-08-15,Kochi,3477.33,success
2015-02-12,Jaipur,4031.49,success
2015-03-01,Kochi,588.65,success
2014-09-10,Jaipur,1348.93,failure
2015-01-14,Jaipur,3303.09,success
2014-11-12,Delhi,195.48,success
2014-11-15,Hyderabad,4593.4,failure
2014-04-05,Hyderabad,329.43,success
2015-01-09,Kochi,3689.7,failure
2014-08-21,Delhi,519.47,failure
2014-04-24,Kochi,4768.46,failure
2014-09-07,Kochi,3742.26,success
2015-03-02,Pune,2079.22,success
2014-11-10,Hyderabad,1472.53,failure
2014-12-13,Jaipur,2907.58,success
2014-05-09,Kolkata,3836.42,failure
2014-11-25,Trivandrum,1323.18,success
2014-05-04,Hyderabad,2672.33,success
2015-02-11,Chennai,3941.81,success
2014-10-05,Jaipur,3458.76,success
2014-05-09,Delhi,1822.83,failure
2014-07-12,Bangalore,3679.1,failure
2014-11-01,Chennai,1609.43,failure
2014-03-20,Ahmedabad,2334.61,success
2014-11-10,Pune,4072.82,failure
2014-06-18,Pune,193.4,failure
2014-11-02,Delhi,4500.12,failure
2015-03-18,Hyderabad,4739.93,success
2014-09-20,Ahmedabad,1274.37,success
2015-04-13,Pune,1980.77,success
2014-03-11,Trivandrum,323.99,failure
2015-03-30,Jaipur,4140.93,success
2015-03-05,Bangalore,1392.46,failure
2015-03-10,Trivandrum,4837.97,success
2014-09-08,Chennai,103.31,failure
2014-08-23,Chennai,2370.33,failure
2014-05-01,Hyderabad,2099.23,failure
2015-02-26,Chennai,3901.94,failure
2014-03-08,Chennai,1764.26,failure
2014-05-08,Trivandrum,21.76,success
2014-04-25,Delhi,914.15,failure
2014-09-10,Hyderabad,3124.99,failure
2014-07-05,Trivandrum,4129.98,success
2015-02-16,Hyderabad,1489.99,failure
2014-12-24,Delhi,534.33,failure
2014-05-29,Kochi,2243.69,failure
2014-05-22,Kochi,4624.83,failure
2014-04-05,Ahmedabad,1015.56,success
2014-06-16,Kochi,4612.15,success
2014-10-30,Jaipur,1310.41,success
2014-05-19,Hyderabad,4810.32,failure
2015-04-14,Kochi,3812.94,failure
2014-10-16,Jaipur,3794.86,success
2014-12-17,Chennai,3730.25,success
2014-07-17,Jaipur,2535.18,failure
2014-10-06,Trivandrum,1226.73,failure
2014-10-05,Kolkata,4210.56,success
2014-06-21,Hyderabad,4922.07,success
2014-07-02,Bangalore,3805.76,failure
2014-08-27,Kolkata,1721.88,success
2014-10-30,Hyderabad,4248.94,success
2014-05-02,Ahmedabad,3711.31,success
2014-04-09,Bangalore,4175.92,success
2014-05-03,Chennai,1073.17,failure
2014-09-09,Ahmedabad,4315.16,success
2014-10-07,Chennai,3908.88,failure
2015-01-16,Delhi,3925.49,failure
2015-04-26,Ahmedabad,1958.86,success
2014-11-30,Hyderabad,1070.01,success
2015-02-17,Pune,2282.84,success
2014-07-07,Jaipur,4088.57,failure
2015-04-22,Hyderabad,2504.81,failure
2014-07-12,Kochi,237.78,failure
2014-10-29,Pune,4710.83,success
2014-03-17,Kochi,1972.58,success
2014-12-21,Kochi,1036.07,failure
2015-03-10,Bangalore,4278.69,failure
2014-07-21,Delhi,1512.83,success
2014-09-20,Trivandrum,4999.02,success
2014-04-25,Bangalore,3303.64,failure
2014-03-14,Ahmedabad,3749.53,success
2014-10-28,Trivandrum,731.04,success
2014-12-10,Hyderabad,69.51,success
2015-02-04,Jaipur,4454.32,success
2014-08-26,Kochi,1808.19,failure
2015-01-03,Ahmedabad,2597.82,failure
2015-04-26,Hyderabad,1797.39,success
2014-11-02,Kochi,4116.9,success
2014-09-14,Ahmedabad,1770.27,success
2014-10-26,Hyderabad,2467.23,failure
2015-02-04,Ahmedabad,4316.32,success
2014-07-16,Delhi,2195.53,failure
2015-01-25,Chennai,924.08,success
2014-06-13,Trivandrum,627.89,failure
2014-03-13,Ahmedabad,1153.14,failure
2014-09-02,Kolkata,4973.85,failure
2014-11-25,Hyderabad,4969.27,failure
2014-05-26,Kolkata,3148.69,success
2014-11-10,Trivandrum,3909.12,success
2014-05-02,Hyderabad,1916.08,failure
2014-09-10,Trivandrum,977.08,success
2014-06-03,Trivandrum,1310.39,success
2014-06-10,Ahmedabad,113.13,failure
2014-03-03,Hyderabad,1685.27,failure
2014-10-18,Delhi,907.71,failure
2014-04-25,Bangalore,4806.08,success
2014-07-06,Trivandrum,1713.37,success
2014-04-18,Pune,1775.98,success
2014-06-04,Trivandrum,762.21,success
2014-12-03,Chennai,4861.84,failure
2014-09-28,Kolkata,1267.97,success
2014-08-15,Hyderabad,4453.29,failure
2015-02-11,Jaipur,4827.86,failure
2014-05-22,Delhi,1094.37,success
2015-01-04,Jaipur,4614.16,success
2014-10-01,Jaipur,1529.49,failure
2014-09-17,Jaipur,4182.49,success
2014-08-12,Jaipur,1424.29,success
2014-10-12,Kolkata,3572.01,failure
2014-05-20,Hyderabad,104.2,failure
2014-12-23,Kochi,3494.25,success
2014-06-29,Jaipur,4771.4,success
2015-03-06,Bangalore,3065.26,failure
2014-03-18,Delhi,2978.42,success
2014-04-18,Kolkata,2290.96,success
2014-10-15,Jaipur,3045.19,success
2014-09-19,Delhi,2674.73,success
2014-03-14,Trivandrum,1217.11,success
2014-07-18,Trivandrum,4399.95,failure
2015-03-21,Kolkata,735.71,failure
2014-03-25,Delhi,4960.85,success
2015-03-24,Delhi,3337.34,success
2014-11-03,Kolkata,392.51,success
2014-08-03,Kolkata,2255.43,success
2014-05-17,Delhi,424.63,success
2014-04-20,Trivandrum,2251.06,success
2015-03-16,Bangalore,689.02,failure
2014-03-18,Kolkata,2198.49,failure
2014-07-18,Ahmedabad,2623.8,success
2014-05-20,Bangalore,3728.28,failure
2014-06-23,Hyderabad,4487.54,failure
2014-11-14,Delhi,4467.8,success
2014-11-09,Hyderabad,1337.26,success
2015-01-27,Trivandrum,1821.76,failure
2014-03-02,Jaipur,2499.12,failure
2015-01-21,Pune,3340.33,failure
2014-03-29,Hyderabad,4458.33,failure
2014-05-15,Ahmedabad,1714.58,failure
2014-03-26,Chennai,1631.81,failure
2014-05-21,Chennai,3246.88,failure
2014-05-29,Trivandrum,3715.92,success
